order_id,customer_id,order_date,order_status,order_channel,shipping_city,shipping_state,shipping_fee,order_subtotal,order_total
706414,102225,2024-05-01 21:14:53,Shipped,Mobile App,Kochi,Kerala,0.0,162285.36,162285.36
706415,102250,2025-11-11 20:08:34,Cancelled,Website,Nagpur,Maharashtra,0.0,40817.03,40817.03
706416,101984,2023-11-25 18:37:38,Delivered,Mobile Web,Coimbatore,Tamil Nadu,0.0,9505.12,9505.12
706417,102094,2023-06-09 19:32:36,Delivered,Mobile App,Pune,Maharashtra,0.0,79920.3,79920.3
706418,100799,2023-05-03 18:41:11,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,186918.75,186918.75
706419,101935,2024-10-15 15:04:32,Delivered,Mobile Web,Patna,Bihar,0.0,127293.75,127293.75
706420,100725,2025-02-10 22:03:35,Shipped,Mobile App,Kolkata,West Bengal,0.0,50802.1,50802.1
706421,100853,2024-03-20 12:09:41,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,16487.64,16487.64
706422,101354,2025-04-11 23:34:22,Delivered,Mobile App,Kochi,Kerala,0.0,23177.51,23177.51
706423,102968,2023-04-19 14:39:59,Delivered,Mobile Web,Chandigarh,Chandigarh,0.0,231183.31,231183.31
706424,100670,2025-10-04 22:17:00,Delivered,Mobile Web,Guwahati,Assam,0.0,2047.94,2047.94
706425,100744,2025-08-22 22:53:27,Delivered,Mobile App,Patna,Bihar,0.0,3764.08,3764.08
706426,101543,2025-12-23 19:39:49,Cancelled,Mobile App,Chennai,Tamil Nadu,0.0,6940.54,6940.54
706427,100026,2025-11-09 17:03:43,Cancelled,Website,Patna,Bihar,0.0,4820.0,4820.0
706428,102961,2024-05-01 23:33:30,Returned,Website,Delhi,Delhi,0.0,89854.57,89854.57
706429,102412,2024-06-22 18:14:01,Delivered,Mobile App,Delhi,Delhi,0.0,398133.89,398133.89
706430,101739,2025-06-08 22:25:00,Delivered,Website,Coimbatore,Tamil Nadu,0.0,3201.5,3201.5
706431,102238,2023-08-11 21:19:17,Delivered,Mobile App,Faridabad,Haryana,0.0,6316.76,6316.76
706432,100063,2024-02-29 14:54:06,Delivered,Website,Ahmedabad,Gujarat,0.0,926.36,926.36
706433,102412,2023-07-20 20:43:49,Delivered,Mobile App,Pune,Maharashtra,0.0,1181.11,1181.11
706434,101174,2024-08-31 15:25:40,Delivered,Mobile App,Patna,Bihar,0.0,114985.32,114985.32
706435,101224,2024-11-10 23:27:53,Delivered,Mobile App,Delhi,Delhi,0.0,98040.4,98040.4
706436,102537,2023-10-31 22:01:22,Processing,Website,Guwahati,Assam,0.0,5039.05,5039.05
706437,101075,2023-02-14 18:32:54,Delivered,Mobile Web,Patna,Bihar,0.0,6530.21,6530.21
706438,101414,2025-05-13 23:44:29,Delivered,Mobile Web,Indore,Madhya Pradesh,0.0,5180.61,5180.61
706439,100229,2023-02-01 12:36:13,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,187749.44,187749.44
706440,102998,2025-12-12 15:37:06,Delivered,Mobile Web,Guwahati,Assam,0.0,5266.25,5266.25
706441,102944,2023-11-07 23:29:09,Cancelled,Website,Coimbatore,Tamil Nadu,0.0,45849.84,45849.84
706442,102083,2025-03-10 16:20:55,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,40481.0,40481.0
706443,102016,2024-08-08 10:49:36,Cancelled,Website,Faridabad,Haryana,0.0,6294.39,6294.39
706444,101060,2023-04-16 18:01:08,Delivered,Mobile Web,Nagpur,Maharashtra,0.0,122189.88,122189.88
706445,101739,2024-09-23 16:31:04,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,6445.4,6445.4
706446,101939,2024-10-22 20:14:10,Delivered,Mobile App,Bengaluru,Karnataka,0.0,8413.83,8413.83
706447,101118,2025-10-02 21:52:40,Delivered,Website,Coimbatore,Tamil Nadu,0.0,8746.94,8746.94
706448,101739,2025-05-25 20:27:41,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,127015.41,127015.41
706449,100490,2023-05-17 13:31:28,Delivered,Mobile App,Kolkata,West Bengal,0.0,5173.61,5173.61
706450,102641,2023-10-29 23:06:50,Cancelled,Mobile Web,Pune,Maharashtra,0.0,72663.89,72663.89
706451,102412,2024-02-26 20:00:39,Cancelled,Website,Chandigarh,Chandigarh,0.0,5863.8,5863.8
706452,101939,2023-07-16 22:23:10,Delivered,Mobile App,Pune,Maharashtra,0.0,62022.22,62022.22
706453,101303,2024-09-02 12:50:00,Delivered,Mobile App,Kolkata,West Bengal,0.0,74320.54,74320.54
706454,101482,2025-12-22 15:12:47,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,5266.25,5266.25
706455,102451,2024-10-21 22:09:51,Delivered,Website,Patna,Bihar,0.0,229941.96,229941.96
706456,102529,2025-06-03 19:57:58,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,5476.63,5476.63
706457,101007,2025-04-02 21:02:47,Delivered,Mobile App,Surat,Gujarat,0.0,3407.97,3407.97
706458,101208,2025-09-29 22:45:23,Delivered,Website,Chandigarh,Chandigarh,0.0,81420.55,81420.55
706459,100216,2023-11-03 23:56:44,Cancelled,Mobile App,Kolkata,West Bengal,0.0,6445.4,6445.4
706460,102492,2025-06-17 19:53:23,Delivered,Mobile App,Delhi,Delhi,0.0,50794.29,50794.29
706461,101939,2025-10-15 17:17:14,Processing,Website,Chandigarh,Chandigarh,0.0,128371.49,128371.49
706462,102883,2023-10-04 13:21:29,Returned,Website,Chandigarh,Chandigarh,0.0,40817.03,40817.03
706463,100631,2024-04-17 19:30:29,Delivered,Mobile App,Guwahati,Assam,0.0,106165.93,106165.93
706464,102591,2025-12-08 16:17:39,Delivered,Mobile App,Hyderabad,Telangana,0.0,97196.24,97196.24
706465,101247,2025-07-19 23:33:55,Delivered,Mobile App,Hyderabad,Telangana,0.0,9987.42,9987.42
706466,100299,2024-01-20 21:40:50,Delivered,Mobile App,Hyderabad,Telangana,0.0,260271.65,260271.65
706467,100680,2024-11-19 13:26:05,Shipped,Mobile App,Guwahati,Assam,0.0,5266.25,5266.25
706468,101043,2024-06-30 23:07:29,Delivered,Mobile App,Bengaluru,Karnataka,0.0,2259.91,2259.91
706469,102968,2024-10-07 22:26:58,Delivered,Mobile App,Patna,Bihar,0.0,83079.45,83079.45
706470,102674,2024-04-30 22:25:25,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,15936.7,15936.7
706471,100574,2024-01-14 22:54:50,Delivered,Mobile App,Surat,Gujarat,0.0,166098.84,166098.84
706472,100692,2025-03-23 23:55:40,Cancelled,Mobile App,Faridabad,Haryana,0.0,14063.67,14063.67
706473,102412,2025-07-17 14:31:27,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,149121.65,149121.65
706474,101013,2025-10-11 23:22:39,Delivered,Mobile App,Guwahati,Assam,0.0,369514.02,369514.02
706475,102412,2023-09-12 21:17:18,Shipped,Website,Ahmedabad,Gujarat,0.0,1807.37,1807.37
706476,101118,2025-08-29 19:06:53,Delivered,Mobile Web,Indore,Madhya Pradesh,0.0,105278.9,105278.9
706477,101150,2023-12-17 16:17:32,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,38593.75,38593.75
706478,101628,2024-08-01 18:41:25,Shipped,Mobile App,Hyderabad,Telangana,0.0,41853.72,41853.72
706479,102412,2025-10-24 18:35:33,Delivered,Mobile App,Pune,Maharashtra,0.0,2527.93,2527.93
706480,102306,2024-08-30 12:34:03,Delivered,Mobile App,Patna,Bihar,0.0,13894.62,13894.62
706481,101574,2023-10-21 22:42:23,Delivered,Mobile Web,Bengaluru,Karnataka,0.0,78993.94,78993.94
706482,102272,2023-09-20 22:12:22,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,2223.31,2223.31
706483,102412,2024-09-24 15:28:57,Cancelled,Mobile Web,Mumbai,Maharashtra,0.0,129214.03,129214.03
706484,102073,2025-06-28 18:30:12,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,140346.47,140346.47
706485,100869,2025-12-30 21:36:50,Delivered,Mobile App,Kolkata,West Bengal,0.0,5006.59,5006.59
706486,102174,2025-07-27 15:14:49,Cancelled,Mobile App,Guwahati,Assam,0.0,128204.01,128204.01
706487,102315,2025-10-13 18:47:07,Returned,Website,Bhopal,Madhya Pradesh,0.0,66911.91,66911.91
706488,101561,2025-06-10 22:44:55,Delivered,Website,Indore,Madhya Pradesh,0.0,107013.25,107013.25
706489,102112,2025-10-21 20:22:33,Delivered,Mobile Web,Chandigarh,Chandigarh,0.0,4886.28,4886.28
706490,102655,2023-05-13 23:59:52,Shipped,Website,Jaipur,Rajasthan,62.08,463.18,525.26
706491,101223,2025-11-07 12:48:20,Delivered,Mobile Web,Bhopal,Madhya Pradesh,0.0,5627.74,5627.74
706492,101352,2024-06-18 20:19:28,Delivered,Mobile Web,Jaipur,Rajasthan,0.0,205011.55,205011.55
706493,101948,2025-11-03 20:39:30,Delivered,Website,Ahmedabad,Gujarat,0.0,5729.43,5729.43
706494,100814,2023-05-12 23:47:31,Delivered,Mobile App,Patna,Bihar,0.0,38042.98,38042.98
706495,100936,2025-05-09 17:37:36,Returned,Mobile Web,Delhi,Delhi,0.0,1111.63,1111.63
706496,102611,2025-05-28 11:15:47,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,13761.6,13761.6
706497,102412,2025-12-30 17:05:32,Delivered,Mobile App,Delhi,Delhi,0.0,80145.38,80145.38
706498,101579,2025-07-05 23:20:04,Delivered,Mobile Web,Coimbatore,Tamil Nadu,0.0,5843.27,5843.27
706499,102577,2024-05-30 16:42:08,Delivered,Website,Lucknow,Uttar Pradesh,0.0,165670.76,165670.76
706500,100574,2024-11-13 10:32:27,Shipped,Mobile Web,Pune,Maharashtra,44.56,324.23,368.79
706501,100905,2024-05-12 16:27:54,Delivered,Mobile App,Bengaluru,Karnataka,0.0,85191.3,85191.3
706502,100778,2023-10-21 21:16:38,Delivered,Website,Hyderabad,Telangana,0.0,55969.29,55969.29
706503,102412,2023-12-07 23:20:13,Shipped,Website,Pune,Maharashtra,0.0,1320.06,1320.06
706504,100744,2023-11-07 17:53:11,Delivered,Mobile App,Mumbai,Maharashtra,0.0,10280.59,10280.59
706505,102881,2024-11-09 18:23:24,Delivered,Mobile App,Guwahati,Assam,0.0,11551.49,11551.49
706506,100665,2025-10-26 17:43:06,Shipped,Mobile App,Faridabad,Haryana,0.0,25597.66,25597.66
706507,101764,2025-10-29 18:04:22,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,154148.24,154148.24
706508,102029,2023-04-07 21:57:33,Cancelled,Mobile App,Jaipur,Rajasthan,0.0,12196.03,12196.03
706509,102764,2023-05-18 18:12:17,Delivered,Website,Bengaluru,Karnataka,0.0,88799.79,88799.79
706510,102771,2023-12-02 22:00:39,Delivered,Mobile App,Mumbai,Maharashtra,0.0,4960.36,4960.36
706511,101473,2023-12-17 21:30:41,Delivered,Mobile App,Hyderabad,Telangana,0.0,880.04,880.04
706512,102669,2023-06-09 23:19:57,Delivered,Mobile App,Patna,Bihar,0.0,8000.65,8000.65
706513,102573,2024-06-07 21:06:17,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,10805.09,10805.09
706514,101645,2024-12-20 19:20:34,Cancelled,Website,Kolkata,West Bengal,0.0,2825.58,2825.58
706515,101764,2024-12-08 10:24:35,Delivered,Mobile App,Delhi,Delhi,0.0,9776.07,9776.07
706516,102034,2024-11-06 20:29:11,Returned,Mobile App,Guwahati,Assam,0.0,5945.96,5945.96
706517,101154,2024-04-06 17:54:55,Delivered,Mobile Web,Kochi,Kerala,0.0,1441.65,1441.65
706518,100194,2025-05-01 22:57:33,Delivered,Mobile Web,Kochi,Kerala,0.0,6187.4,6187.4
706519,101776,2025-09-03 13:34:19,Delivered,Mobile App,Kochi,Kerala,0.0,3188.94,3188.94
706520,101453,2024-04-17 23:10:12,Delivered,Mobile App,Mumbai,Maharashtra,0.0,45350.03,45350.03
706521,102412,2023-05-25 16:29:59,Delivered,Mobile App,Mumbai,Maharashtra,0.0,224163.7,224163.7
706522,101764,2024-02-02 19:24:17,Delivered,Mobile App,Jaipur,Rajasthan,0.0,2991.11,2991.11
706523,102866,2023-08-14 22:42:00,Shipped,Mobile Web,Faridabad,Haryana,0.0,86252.92,86252.92
706524,102089,2024-09-17 11:45:46,Processing,Website,Hyderabad,Telangana,62.7,440.02,502.72
706525,102102,2023-09-13 15:53:32,Delivered,Website,Bhopal,Madhya Pradesh,0.0,9799.71,9799.71
706526,101934,2024-09-11 23:03:01,Cancelled,Mobile App,Chennai,Tamil Nadu,0.0,67584.87,67584.87
706527,100317,2023-11-06 14:15:45,Delivered,Website,Ahmedabad,Gujarat,0.0,880.04,880.04
706528,101603,2025-05-31 21:10:13,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,5939.81,5939.81
706529,102083,2023-02-16 22:54:20,Delivered,Mobile Web,Delhi,Delhi,0.0,140561.14,140561.14
706530,102225,2024-11-12 21:58:41,Delivered,Mobile App,Faridabad,Haryana,0.0,9436.51,9436.51
706531,102828,2023-10-03 23:03:16,Returned,Mobile App,Nagpur,Maharashtra,40.69,463.18,503.87
706532,101939,2023-01-02 17:53:09,Returned,Website,Chennai,Tamil Nadu,0.0,105113.16,105113.16
706533,100646,2025-10-09 20:58:23,Cancelled,Mobile App,Jaipur,Rajasthan,0.0,6543.01,6543.01
706534,102412,2025-03-19 21:50:52,Delivered,Mobile App,Patna,Bihar,0.0,12639.65,12639.65
706535,102661,2023-06-16 16:36:29,Delivered,Mobile App,Kolkata,West Bengal,0.0,8038.08,8038.08
706536,102433,2025-03-10 23:06:12,Delivered,Mobile App,Patna,Bihar,0.0,3289.62,3289.62
706537,100257,2025-01-10 22:37:27,Delivered,Website,Lucknow,Uttar Pradesh,0.0,78993.94,78993.94
706538,101905,2024-09-25 23:03:40,Processing,Mobile App,Faridabad,Haryana,0.0,155582.42,155582.42
706539,100927,2024-07-20 15:39:35,Delivered,Mobile App,Guwahati,Assam,0.0,43877.62,43877.62
706540,100938,2025-10-18 23:16:56,Shipped,Mobile App,Mumbai,Maharashtra,64.03,370.54,434.57
706541,100540,2023-12-02 13:15:07,Delivered,Website,Faridabad,Haryana,0.0,355546.71,355546.71
706542,102704,2024-06-21 21:38:39,Delivered,Mobile Web,Bengaluru,Karnataka,0.0,60772.99,60772.99
706543,100366,2024-03-23 13:26:19,Delivered,Mobile App,Delhi,Delhi,0.0,28379.1,28379.1
706544,101568,2025-07-08 19:48:10,Delivered,Mobile App,Patna,Bihar,0.0,1250.59,1250.59
706545,100423,2025-10-31 14:11:27,Delivered,Website,Delhi,Delhi,0.0,18201.7,18201.7
706546,102412,2025-09-29 19:08:34,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,9436.51,9436.51
706547,100061,2025-08-07 22:33:16,Delivered,Website,Kolkata,West Bengal,0.0,2058.62,2058.62
706548,102412,2025-12-23 23:58:39,Delivered,Website,Kolkata,West Bengal,0.0,101681.22,101681.22
706549,100423,2025-04-20 23:59:36,Delivered,Mobile App,Lucknow,Uttar Pradesh,0.0,1760.08,1760.08
706550,100033,2025-06-14 18:36:10,Delivered,Website,Ahmedabad,Gujarat,0.0,68924.58,68924.58
706551,100290,2025-12-21 19:17:55,Cancelled,Mobile App,Bhopal,Madhya Pradesh,0.0,160958.44,160958.44
706552,102412,2023-01-14 13:39:28,Delivered,Mobile App,Nagpur,Maharashtra,0.0,38656.75,38656.75
706553,102865,2025-02-01 18:06:10,Returned,Website,Kochi,Kerala,0.0,2232.55,2232.55
706554,100627,2025-05-31 20:43:56,Delivered,Mobile Web,Guwahati,Assam,0.0,7376.73,7376.73
706555,102446,2025-11-01 23:12:34,Delivered,Website,Kolkata,West Bengal,0.0,133063.2,133063.2
706556,102034,2025-10-16 21:22:49,Shipped,Mobile App,Nagpur,Maharashtra,0.0,2084.31,2084.31
706557,100151,2025-09-20 23:00:05,Shipped,Mobile App,Chennai,Tamil Nadu,0.0,11127.06,11127.06
706558,101574,2025-11-14 15:14:41,Delivered,Website,Kochi,Kerala,0.0,18652.64,18652.64
706559,101325,2024-11-03 23:41:49,Delivered,Mobile App,Jaipur,Rajasthan,0.0,787.41,787.41
706560,100744,2023-01-14 23:47:32,Delivered,Mobile App,Kolkata,West Bengal,0.0,11787.03,11787.03
706561,102844,2023-01-21 23:43:49,Processing,Mobile App,Surat,Gujarat,0.0,8686.78,8686.78
706562,101555,2024-11-07 17:36:32,Processing,Mobile App,Kochi,Kerala,0.0,51089.19,51089.19
706563,101739,2024-08-09 19:27:56,Delivered,Mobile App,Kochi,Kerala,0.0,74756.67,74756.67
706564,102907,2024-08-26 17:35:44,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,1508.72,1508.72
706565,101225,2024-06-24 23:18:13,Delivered,Website,Delhi,Delhi,0.0,8527.1,8527.1
706566,102412,2025-11-01 18:21:44,Delivered,Mobile Web,Pune,Maharashtra,0.0,1250.59,1250.59
706567,101561,2024-05-04 23:04:22,Delivered,Mobile Web,Bengaluru,Karnataka,0.0,41826.67,41826.67
706568,102682,2025-10-03 15:43:18,Delivered,Mobile App,Faridabad,Haryana,50.0,416.86,466.86
706569,100167,2025-10-25 16:50:27,Delivered,Website,Chandigarh,Chandigarh,0.0,154707.45,154707.45
706570,100406,2024-10-13 18:51:45,Delivered,Website,Ahmedabad,Gujarat,0.0,82227.93,82227.93
706571,102412,2024-08-20 21:06:22,Delivered,Mobile App,Bhopal,Madhya Pradesh,0.0,3448.16,3448.16
706572,102215,2025-06-26 16:26:57,Delivered,Mobile App,Hyderabad,Telangana,0.0,163443.79,163443.79
706573,101265,2025-05-02 23:02:42,Delivered,Mobile Web,Bengaluru,Karnataka,0.0,40530.32,40530.32
706574,102312,2024-03-22 20:01:10,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,8973.33,8973.33
706575,100644,2023-06-22 23:13:37,Delivered,Mobile App,Surat,Gujarat,0.0,7518.22,7518.22
706576,100952,2023-12-27 12:06:55,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,190511.8,190511.8
706577,102094,2023-08-08 21:14:08,Delivered,Mobile App,Kolkata,West Bengal,0.0,6445.4,6445.4
706578,100761,2024-01-31 17:22:58,Delivered,Mobile App,Jaipur,Rajasthan,0.0,34823.01,34823.01
706579,101939,2023-12-24 14:59:10,Delivered,Website,Indore,Madhya Pradesh,0.0,8371.2,8371.2
706580,102650,2025-02-05 20:26:47,Delivered,Mobile App,Ahmedabad,Gujarat,0.0,144815.91,144815.91
706581,101288,2025-11-21 15:16:20,Delivered,Mobile App,Kolkata,West Bengal,0.0,5897.41,5897.41
706582,101060,2025-04-06 12:41:02,Delivered,Mobile App,Jaipur,Rajasthan,0.0,9191.42,9191.42
706583,102125,2025-11-05 22:25:31,Returned,Website,Chandigarh,Chandigarh,0.0,61997.96,61997.96
706584,101393,2025-07-23 19:32:51,Delivered,Website,Delhi,Delhi,0.0,51326.95,51326.95
706585,102412,2025-05-21 20:43:07,Shipped,Mobile App,Patna,Bihar,0.0,213208.05,213208.05
706586,100519,2024-07-13 17:11:27,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,79604.7,79604.7
706587,101939,2024-03-16 19:11:45,Delivered,Mobile App,Faridabad,Haryana,0.0,94303.91,94303.91
706588,102582,2025-09-25 19:17:26,Shipped,Mobile Web,Guwahati,Assam,0.0,39410.38,39410.38
706589,101939,2025-10-26 18:45:24,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,7314.17,7314.17
706590,100271,2024-08-27 22:56:56,Delivered,Mobile App,Surat,Gujarat,0.0,29519.33,29519.33
706591,100672,2023-01-18 18:15:11,Delivered,Website,Kolkata,West Bengal,0.0,4459.64,4459.64
706592,102583,2025-08-02 22:18:21,Returned,Website,Surat,Gujarat,0.0,9517.41,9517.41
706593,100810,2024-01-22 23:35:46,Delivered,Mobile Web,Bhopal,Madhya Pradesh,0.0,1123.75,1123.75
706594,101561,2023-01-20 19:40:24,Delivered,Mobile App,Mumbai,Maharashtra,0.0,3709.04,3709.04
706595,102104,2025-08-11 20:21:27,Cancelled,Mobile Web,Lucknow,Uttar Pradesh,0.0,741.09,741.09
706596,100803,2024-10-23 21:14:00,Delivered,Mobile App,Guwahati,Assam,0.0,7236.42,7236.42
706597,101894,2025-04-05 16:27:32,Delivered,Mobile App,Guwahati,Assam,0.0,101550.99,101550.99
706598,100860,2025-10-30 20:23:00,Shipped,Mobile App,Bhopal,Madhya Pradesh,0.0,9263.67,9263.67
706599,102412,2024-11-05 23:36:25,Delivered,Website,Coimbatore,Tamil Nadu,0.0,36573.11,36573.11
706600,102849,2024-10-15 23:42:33,Delivered,Mobile Web,Hyderabad,Telangana,0.0,207101.6,207101.6
706601,101739,2024-01-27 22:07:56,Returned,Mobile Web,Coimbatore,Tamil Nadu,0.0,84162.0,84162.0
706602,101017,2024-02-16 23:58:43,Delivered,Mobile App,Nagpur,Maharashtra,0.0,16984.94,16984.94
706603,102104,2025-08-06 23:15:42,Shipped,Mobile App,Bengaluru,Karnataka,0.0,20059.06,20059.06
706604,102171,2024-08-23 17:02:09,Delivered,Mobile Web,Lucknow,Uttar Pradesh,0.0,143641.68,143641.68
706605,101776,2023-09-26 16:31:54,Returned,Mobile App,Surat,Gujarat,0.0,12195.0,12195.0
706606,102085,2023-06-08 18:13:57,Delivered,Mobile App,Nagpur,Maharashtra,0.0,96656.99,96656.99
706607,102943,2024-09-24 14:13:12,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,4010.11,4010.11
706608,100494,2024-09-13 21:49:52,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,297232.47,297232.47
706609,101370,2025-02-25 16:27:32,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,8463.83,8463.83
706610,100279,2024-09-22 13:23:52,Delivered,Mobile App,Chandigarh,Chandigarh,0.0,55744.33,55744.33
706611,102234,2023-08-24 15:04:05,Delivered,Mobile App,Faridabad,Haryana,0.0,6824.54,6824.54
706612,102582,2024-10-17 23:45:42,Returned,Mobile App,Faridabad,Haryana,0.0,52429.3,52429.3
706613,101935,2025-10-27 13:05:19,Delivered,Mobile App,Guwahati,Assam,0.0,2948.7,2948.7
706614,101819,2023-09-19 18:50:39,Delivered,Mobile App,Faridabad,Haryana,0.0,1487.15,1487.15
706615,100274,2025-04-11 19:18:47,Delivered,Mobile App,Kolkata,West Bengal,0.0,169514.59,169514.59
706616,100214,2024-12-24 19:21:22,Processing,Mobile Web,Nagpur,Maharashtra,0.0,95423.66,95423.66
706617,101645,2025-06-11 14:59:13,Delivered,Website,Delhi,Delhi,0.0,23689.01,23689.01
706618,101739,2023-09-04 19:29:21,Shipped,Mobile App,Coimbatore,Tamil Nadu,0.0,171324.88,171324.88
706619,101224,2025-11-12 15:40:34,Delivered,Website,Coimbatore,Tamil Nadu,0.0,25632.18,25632.18
706620,100346,2025-01-21 23:39:28,Delivered,Mobile App,Guwahati,Assam,0.0,156719.16,156719.16
706621,101435,2025-09-26 13:33:19,Delivered,Website,Kolkata,West Bengal,0.0,6539.12,6539.12
706622,100891,2023-12-04 18:06:16,Returned,Website,Coimbatore,Tamil Nadu,0.0,880.04,880.04
706623,101764,2025-05-31 16:47:06,Delivered,Mobile App,Chennai,Tamil Nadu,0.0,4507.87,4507.87
706624,102218,2025-07-20 22:59:35,Cancelled,Mobile Web,Indore,Madhya Pradesh,0.0,16350.94,16350.94
706625,101160,2024-06-20 16:48:00,Delivered,Mobile App,Guwahati,Assam,0.0,242421.32,242421.32
706626,102714,2024-06-01 18:02:43,Delivered,Mobile App,Jaipur,Rajasthan,0.0,833.72,833.72
706627,101898,2025-03-02 15:55:46,Delivered,Mobile App,Guwahati,Assam,0.0,3454.29,3454.29
706628,101258,2023-06-06 18:20:07,Cancelled,Mobile App,Lucknow,Uttar Pradesh,0.0,4763.92,4763.92
706629,100746,2025-05-28 20:18:00,Cancelled,Mobile App,Patna,Bihar,0.0,121750.73,121750.73
706630,100423,2023-03-16 23:00:42,Delivered,Mobile App,Bengaluru,Karnataka,0.0,157908.85,157908.85
706631,101494,2023-10-17 20:30:40,Delivered,Mobile App,Jaipur,Rajasthan,64.76,416.86,481.62
706632,100520,2025-03-10 18:58:14,Delivered,Mobile App,Indore,Madhya Pradesh,41.73,416.86,458.59
706633,100276,2023-06-15 16:26:19,Processing,Mobile App,Nagpur,Maharashtra,0.0,2189.84,2189.84
706634,101138,2025-12-10 23:44:14,Shipped,Website,Coimbatore,Tamil Nadu,0.0,5279.76,5279.76
706635,100246,2025-10-09 16:11:18,Delivered,Mobile App,Surat,Gujarat,0.0,1389.54,1389.54
706636,100849,2025-01-25 19:25:00,Delivered,Website,Lucknow,Uttar Pradesh,0.0,2071.0,2071.0
706637,101269,2025-08-25 22:29:18,Returned,Mobile App,Jaipur,Rajasthan,0.0,167505.19,167505.19
706638,102851,2025-10-18 13:59:36,Delivered,Website,Faridabad,Haryana,0.0,2936.15,2936.15
706639,102412,2023-12-22 20:40:11,Delivered,Website,Nagpur,Maharashtra,0.0,41114.09,41114.09
706640,102467,2025-09-29 23:27:32,Shipped,Website,Chennai,Tamil Nadu,0.0,58450.9,58450.9
706641,101494,2023-10-20 10:41:35,Delivered,Mobile App,Hyderabad,Telangana,0.0,1250.59,1250.59
706642,101765,2024-07-12 18:49:24,Delivered,Mobile App,Faridabad,Haryana,0.0,46472.16,46472.16
706643,100034,2024-11-14 19:10:49,Delivered,Website,Chandigarh,Chandigarh,30.96,463.18,494.14
706644,102075,2025-05-08 23:38:48,Delivered,Mobile App,Nagpur,Maharashtra,0.0,41961.77,41961.77
706645,102083,2023-02-20 11:43:15,Shipped,Mobile App,Patna,Bihar,72.34,463.18,535.52
706646,101304,2024-01-27 23:20:39,Delivered,Mobile Web,Bengaluru,Karnataka,0.0,11032.31,11032.31
706647,100209,2025-01-06 13:13:15,Returned,Mobile Web,Hyderabad,Telangana,0.0,82013.42,82013.42
706648,102104,2024-05-02 16:54:22,Delivered,Website,Kolkata,West Bengal,0.0,16475.98,16475.98
706649,101057,2025-07-13 13:38:30,Delivered,Mobile App,Mumbai,Maharashtra,0.0,3459.36,3459.36
706650,100702,2025-02-23 15:03:19,Processing,Mobile App,Pune,Maharashtra,0.0,3315.34,3315.34
706651,102412,2023-11-15 18:30:58,Returned,Website,Patna,Bihar,0.0,39644.55,39644.55
706652,100423,2023-08-27 16:23:12,Returned,Mobile Web,Nagpur,Maharashtra,0.0,926.36,926.36
706653,101228,2025-01-28 16:43:07,Delivered,Mobile App,Surat,Gujarat,40.52,370.54,411.06
706654,101739,2024-08-25 12:21:24,Delivered,Mobile App,Coimbatore,Tamil Nadu,0.0,41044.04,41044.04
706655,102274,2023-10-02 10:28:48,Returned,Mobile App,Jaipur,Rajasthan,0.0,136853.31,136853.31
706656,102597,2024-03-18 23:59:57,Processing,Website,Pune,Maharashtra,0.0,81116.66,81116.66
706657,101939,2024-02-12 20:05:38,Delivered,Mobile App,Indore,Madhya Pradesh,0.0,6404.06,6404.06
706658,102034,2023-07-02 22:39:18,Delivered,Website,Chandigarh,Chandigarh,0.0,53357.58,53357.58
706659,102412,2024-11-08 20:10:09,Shipped,Mobile App,Indore,Madhya Pradesh,0.0,156251.5,156251.5
706660,101561,2025-06-29 19:23:19,Delivered,Website,Kolkata,West Bengal,0.0,741.09,741.09
706661,100540,2024-12-04 19:39:01,Processing,Mobile App,Kolkata,West Bengal,0.0,247564.45,247564.45
706662,100021,2025-09-02 21:19:44,Delivered,Website,Coimbatore,Tamil Nadu,0.0,49906.34,49906.34
706663,102412,2023-08-05 20:52:24,Delivered,Mobile App,Surat,Gujarat,0.0,32454.39,32454.39
